"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 3.44327458926722 -0.0804659785903858 -0.219120630977758 -5.61554022432173 -2.10056005996676 -6.41454987495895 0.23319353879167 2.62335793110537 -0.663659117616646 3.85784755928039
"2" 2.67379643187976 -0.0584569788772974 -0.143544552180842 -4.19078202067262 -1.79762840357274 -3.7353911715129 -5.95362025409991 -6.12812586055673 0.722238114684689 7.21036183072538
"3" 3.0232240973489 -0.119782141163909 -0.167123644632286 -1.36128758988089 -1.85105971829433 -0.886539408473413 0.290623066429271 4.11985205072498 -1.82673936322513 4.94624861637806
"4" 2.75200726943862 -0.0849604992060337 -0.222806670699963 -5.41183162816647 -3.16322211290602 -1.58043114622358 -1.21477341104294 0.109428931668696 -1.9756826401408 0.913486523163804
"5" 2.86905281144129 -0.0977570988899778 -0.178507086494929 -3.64427078394574 -2.7351768589771 -1.38663475343862 -2.41823734563657 3.45607733648289 -1.61380140203415 2.61325177910475
"6" 2.43938009186439 -0.142179000025211 -0.260494551059391 -3.64017239565166 -5.46325957435118 -0.868785445196759 -1.37081673232387 3.88161105877283 -0.0897018945507808 3.41822480848369
"7" 2.79041921396489 -0.061630599295669 -0.219618234409931 -1.70950567305868 -2.14124998257012 -0.24618450682462 -1.44359087309232 -0.773179111091114 0.0554768396997367 4.48801340939169
"8" 3.28786566233752 -0.115860787736033 -0.215020399694628 -8.86676268012614 -1.96125348877236 -4.83128412442484 -0.191039879226992 -5.649573274604 -0.152633302973459 4.3881031834502
"9" 3.09605174189729 -0.0788966148032917 -0.232324310048658 -2.14977150250209 -4.91168642651014 -5.85312994224732 -2.08755957875866 6.24747016698877 -0.559564485421445 1.42740297808136
"10" 2.8619583288636 -0.12537300598238 -0.190122655826757 -1.39572826618732 -2.16771202485045 -0.946145105579899 -0.718371234856733 -3.62212076890946 -0.949214078120292 3.99850804072916
"11" 3.03133204811041 -0.00394001035615755 -0.208681617363999 -4.75433503044915 -1.97034248461082 0.894348705734692 0.34799570276336 1.03760278507535 -2.30312757970006 4.70614641265709
"12" 2.73701825870362 -0.123024439797403 -0.253488322543406 -2.26168710502443 -2.27899976316451 -0.639345301624753 -0.555324895266701 -7.69390807571514 -0.111661438806534 3.6947821442736
"13" 3.07394193695807 -0.0654156197811302 -0.154491589885848 -1.4288475802447 -1.84904200990277 -0.333753223242808 -0.195761501554601 5.87204735859724 -0.0995341135562052 4.92371231749003
"14" 2.73130607743457 -0.0224532865407277 -0.197467769383898 -2.12657395634031 -1.79612638812187 -2.74887141947127 1.39890467303568 1.26606087987507 0.0413669464050614 6.75108403660468
"15" 2.79899348178439 -0.266638419945012 -0.214190497650299 -1.20065550903529 -3.77004330856581 -5.12852280369159 -2.29841881273932 -2.64602004146005 -0.598207579013918 1.17714919176146
"16" 2.95735610408835 -0.106468051986832 -0.139877607036537 -6.4548305487581 -5.47184966325395 -12.4812751731582 -1.4844819085637 -0.30362019241824 -2.11053207802066 -0.41786564605766
"17" 2.73155571623195 -0.0750553822156558 -0.106194995120877 -8.65998096270291 -2.45000316180925 -0.132549893854209 -0.970737927646089 3.41665590022046 -3.55381432980678 3.05280560140905
"18" 3.04294805910294 -0.0430556331228983 -0.213549186487772 -4.76703629369338 -1.90840473169152 -1.55978052703906 -3.7574335938098 2.28349960833235 -0.755592708721212 4.7483326261797
"19" 2.62480132840064 -0.160999849705715 -0.31249204243495 -2.86708525637823 -4.41828868506787 -0.104281081786485 -0.576244137765191 -0.904040239443426 -0.974398112757791 2.89615147761896
"20" 2.97774933500193 -0.128725976548023 -0.232860128417547 -1.13128284497905 -2.06081434838563 0.939346214379651 1.30507093294984 -7.60880884175367 -0.870095230460332 7.01759737774846
"21" 2.68461459101626 -0.142256474491776 -0.235216385141699 -1.74324071235606 -4.29197502489621 -1.38609672073037 -0.793397334916005 -3.34200815537251 -1.23960897177839 1.36662975100012
"22" 2.83445110519101 -0.0265920591566154 -0.100445394788829 -2.92611065633549 -2.2887467748826 -0.442390480539674 -0.765356911026521 3.24914784618232 -5.89554694692397 3.48208157721044
"23" 2.81760321903313 -0.0551291172551625 -0.284131997441958 -2.11704498009797 -2.72713113937204 -1.8885087158025 -0.493087522533965 -1.2981793108032 -0.39814383578655 3.61414544198266
"24" 2.92853176877482 -0.179394465819429 -0.22765511970996 -5.90035349318292 -2.07911834420129 -2.61738034701182 -0.189524362589415 0.839618371726403 -1.25405739850255 3.68049953692986
"25" 2.77404009541354 -0.0891617040167762 -0.188788363211487 -1.64075350280412 -2.35294174989609 -9.08226175282324 -1.25004178198466 -2.43335785848567 -3.49232289011395 0.315298073897201
"26" 2.93551726151032 -0.132218911787587 -0.156777035287628 -1.55522257650478 -1.92990623626696 0.86608855792669 -3.526798835601 1.87122724669271 -4.0007689098227 6.18660304954312
"27" 2.74390412611257 -0.0495619910960776 -0.154058376628447 -0.858209640078439 -3.73757588245316 -3.17886371781846 -2.50335155776323 -6.84684884170814 -1.04966391677871 0.410281750166693
"28" 2.85018832039836 -0.0460129610946683 -0.283788384906569 -5.03600461872733 -3.13942971465406 -5.42710130787831 -0.177097910903732 -0.0350394888381569 -0.94598392059107 2.78307809777739
"29" 2.88279984890282 0.00216396542096882 -0.169913458346108 -1.08827330897349 -3.164884805873 -1.74707554555827 -0.682183834925078 -3.13658690250488 -2.1291954683575 1.72970985195821
"30" 2.85684377370157 -0.077630427338536 -0.215594635856425 -2.37195670351697 -4.79819094671617 -7.23249011203599 -0.728829877475666 -0.725501546950802 -3.09975534239623 1.29151910296719
"31" 2.92353478855058 -0.101999263478256 -0.0935222917173115 -1.29854343329722 -3.93959189775141 -5.45808781504755 -0.648082995135744 -5.20366248088689 -0.44057152563535 2.49956295238667
"32" 2.56353916704946 -0.0493248810670971 -0.129891538271231 -3.67890659826896 -2.54800446010693 -1.97551539141058 -1.81383704251113 -1.00323686483161 -1.13105513411669 1.4603865982961
"33" 3.0065376163437 -0.216982140811717 -0.300014456532606 4.6554621177154 -4.93000288055948 -4.18641849810738 -0.60635607789596 -2.03335391230225 -4.2508620829038 0.954832790724736
"34" 3.05514016988765 -0.346131072485316 -0.341183265045203 1.84237085580534 -3.60178396696724 -5.43964341350912 0.131587874868603 -0.929546562179758 -1.52108645583503 2.19974916236912
"35" 2.7147293920343 -0.0828416587558997 -0.177162822967635 -4.38161570043758 -2.26385552427758 -9.8676749168783 -1.79683199848389 4.45482279402119 -4.76669786407819 2.35914308708387
"36" 2.89361390870159 -0.0703096891468487 -0.211106934113973 -1.72041912571562 -2.21428607164556 -1.79946678923213 -0.831253867271434 -0.44848974801029 -0.60552323824318 5.02755743674944
"37" 2.84832668889111 -0.0560639541009138 -0.176865988334533 -2.65514182776024 -1.93239766919736 -4.5313710106767 0.542055320874474 -1.07953881930064 -7.5128621863508 5.35121121343282
"38" 2.59612454498946 -0.0518285622074229 -0.197817775947557 -7.67785999715799 -2.10237461798634 -5.61281758456336 1.63177764800511 -1.75483582773548 0.280860407784129 7.04107776878572
"39" 3.04554117632438 -0.0838862158705856 -0.206877784812525 -2.0819673971035 -2.22339025286209 -0.0100979743918409 -1.01668773657982 0.407043050861907 -0.992865724198656 4.07292897988468
"40" 2.68190020678475 -0.0438924493536691 -0.15826406746634 -1.91312467016527 -4.88092888729574 -1.74097903374524 -1.02662690759043 -1.54192272723229 -0.857133497958198 1.87588516306276
"41" 2.89405698776187 -0.0918900447431402 -0.194457330270128 -7.0727089961151 -3.8380560260096 -4.44647596348 -0.767213486666327 1.92532732234762 -0.848192985642404 1.96538616355314
"42" 2.9537460604594 -0.109835918502353 -0.218329915946269 -9.72688526561782 -2.307424803024 -6.73981193115754 -2.22576240442825 3.43257943531192 -1.83135936381915 2.41368377657062
"43" 2.95298965305835 -0.138553435694077 -0.238947620527254 -3.77536679699098 -3.33289056610218 -5.4376002184322 -1.42960819077701 1.9169907428737 -0.819378367789645 1.5672245440109
"44" 2.81495696838513 -0.0663899133608599 -0.137386488864415 -1.89667366350641 -1.80200892849928 -5.95033045515054 1.90066952192327 -0.852440986015834 -2.58435233761543 7.64675113845622
"45" 3.10561317524599 -0.0941121997724427 -0.162281180356265 -2.25404650520615 -2.94940994488049 -4.72478081925399 -0.478681869432312 4.14258927137975 -0.413205009258209 2.54235328470492
"46" 2.83554886227764 -0.0215897862938349 -0.163558212348899 -4.16630666354962 -3.68254691415233 -4.2536318373437 -0.991327823189882 5.37552927553417 -0.860142364263516 2.27870339748193
"47" 2.89287728079596 -0.0698593626784084 -0.191759828120184 -1.65111658982451 -2.08532201808494 -1.68752983455303 -1.74726901523885 5.23892512527082 0.732379044698793 5.70272892955144
"48" 2.88260735479828 -0.0603259794228861 -0.117481385321118 -4.02793472294968 -1.94130670243448 -2.84168246031508 -0.890890540816533 -5.98459953333621 -4.59343351190236 2.77340901805944
"49" 2.69899729694961 -0.122979960158866 -0.278335285477464 -1.73311455701597 -4.33461248938382 -2.71805273717631 -0.833999409830924 -1.40904473779653 -0.727054550932435 1.6851380245493
"50" 2.86814020691659 -0.1787182599129 -0.288375244306948 -2.60626343726155 -2.13808956054451 -8.90365461878717 -3.26656077649603 -1.61426383195063 0.157932709485636 3.8371954632155
